iqs_verbatim_2016.vin,iqs_verbatim_2016.vin7,iqs_verbatim_2016.squish_vin,iqs_verbatim_2016.sequence_number,iqs_verbatim_2016.make,iqs_verbatim_2016.series,iqs_verbatim_2016.model_and_type,iqs_verbatim_2016.produktionsdatum,iqs_verbatim_2016.baureihe,iqs_verbatim_2016.werk,iqs_verbatim_2016.motor,iqs_verbatim_2016.getriebe,iqs_verbatim_2016.lackfarbe,iqs_verbatim_2016.polster_material,iqs_verbatim_2016.polster_farbe,iqs_verbatim_2016.sonderausstattung,iqs_verbatim_2016.totalproblems,iqs_verbatim_2016.problems_indicated,iqs_verbatim_2016.category,iqs_verbatim_2016.problem,iqs_verbatim_2016.malfunction_design_unknown,iqs_verbatim_2016.verbatim,iqs_verbatim_2016.mileage,iqs_verbatim_2016.took_to_dealer,iqs_verbatim_2016.resolved,iqs_verbatim_2016.severity,,,,,,,,,,,,,,,
5UXKR0C54G0P30167,0P30167,5UXKR0C5G0,22829663,BMW,X5,BMW X5 4dr SUV,11/16/15,F15,75.10 Spartanburg,N55,AUT,GLACIERSILBER METALLIC,LC LEDER DAKOTA,SW SCHWARZ,01CA; 0212; 0245; 0248; 0255; 0258; 02H4; 02VB; 0302; 0319; 0322; 0328; 0346; 03AG; 03AT; 03E1; 0402; 0420; 0423; 0430; 0441; 0453; 0456; 0488; 0493; 0494; 0496; 04CV; 04NB; 04NE; 04U1; 0502; 0508; 0522; 0524; 0563; 0575; 05A1; 05AG; 05AS; 05DL; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0992; 09AA,2,"AEN06, AEN11",Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,D,NULL,,No,,,,,,,,,,,,,,,,,
5UXKR0C54G0P30167,0P30167,5UXKR0C5G0,22829663,BMW,X5,BMW X5 4dr SUV,11/16/15,F15,75.10 Spartanburg,N55,AUT,GLACIERSILBER METALLIC,LC LEDER DAKOTA,SW SCHWARZ,01CA; 0212; 0245; 0248; 0255; 0258; 02H4; 02VB; 0302; 0319; 0322; 0328; 0346; 03AG; 03AT; 03E1; 0402; 0420; 0423; 0430; 0441; 0453; 0456; 0488; 0493; 0494; 0496; 04CV; 04NB; 04NE; 04U1; 0502; 0508; 0522; 0524; 0563; 0575; 05A1; 05AG; 05AS; 05DL; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0992; 09AA,2,"AEN06, AEN11",Audio/Communication/Entertainment/Navigation (ACEN),AEN11: Navigation System - DTU/Poor Location,D,NULL,,No,,,,,,,,,,,,,,,,,
WBA8B3C58GK383610,K383610,WBA8B3C5GK,2404698F,BMW,3 Series,BMW 3 Series 4dr Sdn,10/16/15,F30,01.01 M�nchen,B58M,AUT,SONDERLACKIERUNG,LC LEDER DAKOTA,OM OYSTER/ AKZENT OYSTER DUNKEL(SW),01CA; 01CB; 0216; 0255; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0322; 03DZ; 0403; 0423; 0430; 0431; 0459; 0465; 0488; 0493; 04FW; 04NE; 0521; 0534; 0544; 0563; 0575; 05A1; 05A2; 05DS; 0645; 0655; 0688; 0697; 06AC; 06AE; 06NH; 0775; 07S2; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,1,SEAT10,Seats,SEAT10: Headrest Adjustment - Controls DTU/Poor Location,D,Could not get both front seat headrest to go down. Had to take back to dealer.  They were able to make the adjustment.,1500,Yes,Entirely,1,,,,,,,,,,,,,,,
WBA1F9C57GV544911,V544911,WBA1F9C5GV,2284677E,BMW,2 Series,BMW 2 Series 2dr Cpe,8/12/15,F22,29.11 Leipzig,N26,AUT,MIDNIGHT BLUE METALLIC,KC SENSATEC 1,CX OYSTER,01CA; 01CB; 0216; 0249; 0255; 0258; 02LP; 02TB; 02VB; 0346; 03AG; 03DZ; 0403; 0423; 0441; 0459; 0481; 0493; 0494; 04AE; 04GD; 04NE; 0508; 0520; 0521; 0534; 0544; 05DC; 05DS; 0645; 0663; 0676; 0693; 0697; 06AC; 06AE; 06NH; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,8,"EXT16, FCD06, FCD27, FCD31, SEAT19,NULL, INT27, INT37",Exterior,,,,,,,,,,,,,,,,,,,,,,
WBA1F9C57GV544911,V544911,WBA1F9C5GV,2284677E,BMW,2 Series,BMW 2 Series 2dr Cpe,8/12/15,F22,29.11 Leipzig,N26,AUT,MIDNIGHT BLUE METALLIC,KC SENSATEC 1,CX OYSTER,01CA; 01CB; 0216; 0249; 0255; 0258; 02LP; 02TB; 02VB; 0346; 03AG; 03DZ; 0403; 0423; 0441; 0459; 0481; 0493; 0494; 04AE; 04GD; 04NE; 0508; 0520; 0521; 0534; 0544; 05DC; 05DS; 0645; 0663; 0676; 0693; 0697; 06AC; 06AE; 06NH; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,8,"EXT16, FCD06, FCD27, FCD31, SEAT19,NULL, INT27, INT37",Features/Controls/Displays (FCD),,,,,,,,,,,,,,,,,,,,,,
WBA1F9C57GV544911,V544911,WBA1F9C5GV,2284677E,BMW,2 Series,BMW 2 Series 2dr Cpe,8/12/15,F22,29.11 Leipzig,N26,AUT,MIDNIGHT BLUE METALLIC,KC SENSATEC 1,CX OYSTER,01CA; 01CB; 0216; 0249; 0255; 0258; 02LP; 02TB; 02VB; 0346; 03AG; 03DZ; 0403; 0423; 0441; 0459; 0481; 0493; 0494; 04AE; 04GD; 04NE; 0508; 0520; 0521; 0534; 0544; 05DC; 05DS; 0645; 0663; 0676; 0693; 0697; 06AC; 06AE; 06NH; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,8,"EXT16, FCD06, FCD27, FCD31, SEAT19,NULL, INT27, INT37",Features/Controls/Displays (FCD),,,,,,,,,,,,,,,,,,,,,,
WBA1F9C57GV544911,V544911,WBA1F9C5GV,2284677E,BMW,2 Series,BMW 2 Series 2dr Cpe,8/12/15,F22,29.11 Leipzig,N26,AUT,MIDNIGHT BLUE METALLIC,KC SENSATEC 1,CX OYSTER,01CA; 01CB; 0216; 0249; 0255; 0258; 02LP; 02TB; 02VB; 0346; 03AG; 03DZ; 0403; 0423; 0441; 0459; 0481; 0493; 0494; 04AE; 04GD; 04NE; 0508; 0520; 0521; 0534; 0544; 05DC; 05DS; 0645; 0663; 0676; 0693; 0697; 06AC; 06AE; 06NH; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,8,"EXT16, FCD06, FCD27, FCD31, SEAT19,NULL, INT27, INT37",Features/Controls/Displays (FCD),,,,,,,,,,,,,,,,,,,,,,
WBA1F9C57GV544911,V544911,WBA1F9C5GV,2284677E,BMW,2 Series,BMW 2 Series 2dr Cpe,8/12/15,F22,29.11 Leipzig,N26,AUT,MIDNIGHT BLUE METALLIC,KC SENSATEC 1,CX OYSTER,01CA; 01CB; 0216; 0249; 0255; 0258; 02LP; 02TB; 02VB; 0346; 03AG; 03DZ; 0403; 0423; 0441; 0459; 0481; 0493; 0494; 04AE; 04GD; 04NE; 0508; 0520; 0521; 0534; 0544; 05DC; 05DS; 0645; 0663; 0676; 0693; 0697; 06AC; 06AE; 06NH; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,8,"EXT16, FCD06, FCD27, FCD31, SEAT19,NULL, INT27, INT37",Seats,,,,,,,,,,,,,,,,,,,,,,
WBA1F9C57GV544911,V544911,WBA1F9C5GV,2284677E,BMW,2 Series,BMW 2 Series 2dr Cpe,8/12/15,F22,29.11 Leipzig,N26,AUT,MIDNIGHT BLUE METALLIC,KC SENSATEC 1,CX OYSTER,01CA; 01CB; 0216; 0249; 0255; 0258; 02LP; 02TB; 02VB; 0346; 03AG; 03DZ; 0403; 0423; 0441; 0459; 0481; 0493; 0494; 04AE; 04GD; 04NE; 0508; 0520; 0521; 0534; 0544; 05DC; 05DS; 0645; 0663; 0676; 0693; 0697; 06AC; 06AE; 06NH; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,8,"EXT16, FCD06, FCD27, FCD31, SEAT19,NULL, INT27, INT37","Heating
WBA1F9C57GV544911,V544911,WBA1F9C5GV,2284677E,BMW,2 Series,BMW 2 Series 2dr Cpe,2015-08-12,F22,29.11 Leipzig,N26,AUT,MIDNIGHT BLUE METALLIC,KC SENSATEC 1,CX OYSTER,01CA; 01CB; 0216; 0249; 0255; 0258; 02LP; 02TB; 02VB; 0346; 03AG; 03DZ; 0403; 0423; 0441; 0459; 0481; 0493; 0494; 04AE; 04GD; 04NE; 0508; 0520; 0521; 0534; 0544; 05DC; 05DS; 0645; 0663; 0676; 0693; 0697; 06AC; 06AE; 06NH; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,8,EXT16", FCD06, FCD27, FCD31, SEAT19,NULL, INT27," INT37""",,,,,,,,,,,,,,,
WBA1F9C57GV544911,V544911,WBA1F9C5GV,2284677E,BMW,2 Series,BMW 2 Series 2dr Cpe,8/12/15,F22,29.11 Leipzig,N26,AUT,MIDNIGHT BLUE METALLIC,KC SENSATEC 1,CX OYSTER,01CA; 01CB; 0216; 0249; 0255; 0258; 02LP; 02TB; 02VB; 0346; 03AG; 03DZ; 0403; 0423; 0441; 0459; 0481; 0493; 0494; 04AE; 04GD; 04NE; 0508; 0520; 0521; 0534; 0544; 05DC; 05DS; 0645; 0663; 0676; 0693; 0697; 06AC; 06AE; 06NH; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,8,"EXT16, FCD06, FCD27, FCD31, SEAT19,NULL, INT27, INT37",Interior,,,,,,,,,,,,,,,,,,,,,,
WBA3N7C51GK226039,K226039,WBA3N7C5GK,2411379X,BMW,4 Series,BMW 4 Series 2dr Cpe,7/23/15,F32,01.01 M�nchen,N26,AUT,GLACIERSILBER METALLIC,LC LEDER DAKOTA,SW SCHWARZ,01CA; 01CB; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0321; 0322; 03AG; 03DZ; 03L8; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 04GA; 04NE; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 0575; 05DS; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,4,"EXT32, AEN03, HVAC08, HVAC09",Exterior,NULL,D,,,,,,,,,,,,,,,,,,,,
WBA3N7C51GK226039,K226039,WBA3N7C5GK,2411379X,BMW,4 Series,BMW 4 Series 2dr Cpe,7/23/15,F32,01.01 M�nchen,N26,AUT,GLACIERSILBER METALLIC,LC LEDER DAKOTA,SW SCHWARZ,01CA; 01CB; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0321; 0322; 03AG; 03DZ; 03L8; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 04GA; 04NE; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 0575; 05DS; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,4,"EXT32, AEN03, HVAC08, HVAC09",Audio/Communication/Entertainment/Navigation (ACEN),NULL,M,(Copied from AEN97): Difficulty with using music saved on my iphone,,,,,,,,,,,,,,,,,,,
WBA3N7C51GK226039,K226039,WBA3N7C5GK,2411379X,BMW,4 Series,BMW 4 Series 2dr Cpe,7/23/15,F32,01.01 M�nchen,N26,AUT,GLACIERSILBER METALLIC,LC LEDER DAKOTA,SW SCHWARZ,01CA; 01CB; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0321; 0322; 03AG; 03DZ; 03L8; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 04GA; 04NE; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 0575; 05DS; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,4,"EXT32, AEN03, HVAC08, HVAC09","Heating,NULL, and Air Conditioning (HVAC)",HVAC08: Air Conditioning Doesn't Achieve/Maintain Desired Temperature,D,,,,,,,,,,,,,,,,,,,,
WBA3N7C51GK226039,K226039,WBA3N7C5GK,2411379X,BMW,4 Series,BMW 4 Series 2dr Cpe,7/23/15,F32,01.01 M�nchen,N26,AUT,GLACIERSILBER METALLIC,LC LEDER DAKOTA,SW SCHWARZ,01CA; 01CB; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0321; 0322; 03AG; 03DZ; 03L8; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 04GA; 04NE; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 0575; 05DS; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,4,"EXT32, AEN03, HVAC08, HVAC09","Heating,NULL, and Air Conditioning (HVAC)",HVAC09: Heater Doesn't Achieve/Maintain Desired Temperature,D,,,,,,,,,,,,,,,,,,,,
5UXXW5C57G0N92961,0N92961,5UXXW5C5G0,2285270U,BMW,X4,BMW X4 4dr SUV,11/4/15,F26,75.10 Spartanburg,N55,AUT,MELBOURNEROT METALLIC,LU LEDER NEVADA,SW SCHWARZ,01CA; 01CC; 01CD; 0225; 0249; 0258; 02TB; 02V1; 02VB; 0302; 0319; 0322; 0337; 03AG; 03DZ; 0403; 0420; 0423; 0430; 0431; 0459; 0481; 0488; 0493; 0494; 04FU; 04NE; 04NG; 04U2; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 05A1; 05AG; 05AS; 05DL; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0710; 0715; 0760; 0775; 0823; 0840; 0845; 0853; 0876; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0927; 0992; 09AA,4,"FCD04, FCD33, SEAT06, SEAT17",Features/Controls/Displays (FCD),NULL,D,the automatic wiper light is hidden by the wheel which prevents me from verifying if it is on or not,,,,,,,,,,,,,,,,,,,
5UXXW5C57G0N92961,0N92961,5UXXW5C5G0,2285270U,BMW,X4,BMW X4 4dr SUV,11/4/15,F26,75.10 Spartanburg,N55,AUT,MELBOURNEROT METALLIC,LU LEDER NEVADA,SW SCHWARZ,01CA; 01CC; 01CD; 0225; 0249; 0258; 02TB; 02V1; 02VB; 0302; 0319; 0322; 0337; 03AG; 03DZ; 0403; 0420; 0423; 0430; 0431; 0459; 0481; 0488; 0493; 0494; 04FU; 04NE; 04NG; 04U2; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 05A1; 05AG; 05AS; 05DL; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0710; 0715; 0760; 0775; 0823; 0840; 0845; 0853; 0876; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0927; 0992; 09AA,4,"FCD04, FCD33, SEAT06, SEAT17",Features/Controls/Displays (FCD),NULL,D,,,,,,,,,,,,,,,,,,,,
5UXXW5C57G0N92961,0N92961,5UXXW5C5G0,2285270U,BMW,X4,BMW X4 4dr SUV,11/4/15,F26,75.10 Spartanburg,N55,AUT,MELBOURNEROT METALLIC,LU LEDER NEVADA,SW SCHWARZ,01CA; 01CC; 01CD; 0225; 0249; 0258; 02TB; 02V1; 02VB; 0302; 0319; 0322; 0337; 03AG; 03DZ; 0403; 0420; 0423; 0430; 0431; 0459; 0481; 0488; 0493; 0494; 04FU; 04NE; 04NG; 04U2; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 05A1; 05AG; 05AS; 05DL; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0710; 0715; 0760; 0775; 0823; 0840; 0845; 0853; 0876; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0927; 0992; 09AA,4,"FCD04, FCD33, SEAT06, SEAT17",Seats,NULL,D,unable to find the 'sweet spot' for my back,,,,,,,,,,,,,,,,,,,
5UXXW5C57G0N92961,0N92961,5UXXW5C5G0,2285270U,BMW,X4,BMW X4 4dr SUV,11/4/15,F26,75.10 Spartanburg,N55,AUT,MELBOURNEROT METALLIC,LU LEDER NEVADA,SW SCHWARZ,01CA; 01CC; 01CD; 0225; 0249; 0258; 02TB; 02V1; 02VB; 0302; 0319; 0322; 0337; 03AG; 03DZ; 0403; 0420; 0423; 0430; 0431; 0459; 0481; 0488; 0493; 0494; 04FU; 04NE; 04NG; 04U2; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 05A1; 05AG; 05AS; 05DL; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0710; 0715; 0760; 0775; 0823; 0840; 0845; 0853; 0876; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0927; 0992; 09AA,4,"FCD04, FCD33, SEAT06, SEAT17",Seats,NULL,D,"unable to find the correct lumbar support for me.  constantly adjusting because after awhile, back starts to hurt",,,,,,,,,,,,,,,,,,,
WBA5A5C53GD528736,D528736,WBA5A5C5GD,24052632,BMW,5 Series,BMW 5 Series 4dr Sdn,8/18/15,F10,02.04 Dingolfing,N20,AUT,SCHWARZ 2,K8 LEATHERETTE,SW SCHWARZ,01CA; 01CB; 01CC; 01CD; 0255; 0258; 02K1; 02TB; 02VB; 0302; 0319; 03AG; 0403; 0423; 0430; 0431; 0459; 0465; 0488; 0494; 04BN; 04NE; 04U2; 04UR; 0508; 0524; 0534; 0575; 05A1; 05DS; 0609; 0645; 0676; 0693; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,5,"DEXP05, DEXP09, HVAC08, INT39, INT41",NULL,DEXP05: Excessive Brake Dust,D,,,,,,,,,,,,,,,,,,,,
WBA5A5C53GD528736,D528736,WBA5A5C5GD,24052632,BMW,5 Series,BMW 5 Series 4dr Sdn,8/18/15,F10,02.04 Dingolfing,N20,AUT,SCHWARZ 2,K8 LEATHERETTE,SW SCHWARZ,01CA; 01CB; 01CC; 01CD; 0255; 0258; 02K1; 02TB; 02VB; 0302; 0319; 03AG; 0403; 0423; 0430; 0431; 0459; 0465; 0488; 0494; 04BN; 04NE; 04U2; 04UR; 0508; 0524; 0534; 0575; 05A1; 05DS; 0609; 0645; 0676; 0693; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,5,"DEXP05, DEXP09, HVAC08, INT39, INT41",NULL,DEXP09: Foot Pedals - Too Close Together/Too Far Apart,D,,,,,,,,,,,,,,,,,,,,
WBA5A5C53GD528736,D528736,WBA5A5C5GD,24052632,BMW,5 Series,BMW 5 Series 4dr Sdn,8/18/15,F10,02.04 Dingolfing,N20,AUT,SCHWARZ 2,K8 LEATHERETTE,SW SCHWARZ,01CA; 01CB; 01CC; 01CD; 0255; 0258; 02K1; 02TB; 02VB; 0302; 0319; 03AG; 0403; 0423; 0430; 0431; 0459; 0465; 0488; 0494; 04BN; 04NE; 04U2; 04UR; 0508; 0524; 0534; 0575; 05A1; 05DS; 0609; 0645; 0676; 0693; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,5,"DEXP05, DEXP09, HVAC08, INT39, INT41",NULL, Ventilation," and Air Conditioning (HVAC)""",HVAC08: Air Conditioning Doesn't Achieve/Maintain Desired Temperature,,,,,,,,,,,,,,,,,,,
WBA5A5C53GD528736,D528736,WBA5A5C5GD,24052632,BMW,5 Series,BMW 5 Series 4dr Sdn,8/18/15,F10,02.04 Dingolfing,N20,AUT,SCHWARZ 2,K8 LEATHERETTE,SW SCHWARZ,01CA; 01CB; 01CC; 01CD; 0255; 0258; 02K1; 02TB; 02VB; 0302; 0319; 03AG; 0403; 0423; 0430; 0431; 0459; 0465; 0488; 0494; 04BN; 04NE; 04U2; 04UR; 0508; 0524; 0534; 0575; 05A1; 05DS; 0609; 0645; 0676; 0693; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,5,"DEXP05, DEXP09, HVAC08, INT39, INT41",NULL,INT39: Blemish/Distortion in Glass,M,,,,,,,,,,,,,,,,,,,,
WBA5A5C53GD528736,D528736,WBA5A5C5GD,24052632,BMW,5 Series,BMW 5 Series 4dr Sdn,8/18/15,F10,02.04 Dingolfing,N20,AUT,SCHWARZ 2,K8 LEATHERETTE,SW SCHWARZ,01CA; 01CB; 01CC; 01CD; 0255; 0258; 02K1; 02TB; 02VB; 0302; 0319; 03AG; 0403; 0423; 0430; 0431; 0459; 0465; 0488; 0494; 04BN; 04NE; 04U2; 04UR; 0508; 0524; 0534; 0575; 05A1; 05DS; 0609; 0645; 0676; 0693; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,5,"DEXP05, DEXP09, HVAC08, INT39, INT41",NULL,INT41: Unpleasant Interior Smell/Odor,M,,,,,,,,,,,,,,,,,,,,
5UXKR0C56G0P31532,0P31532,5UXKR0C5G0,2409847V,BMW,X5,BMW X5 4dr SUV,11/25/15,F15,75.10 Spartanburg,N55,AUT,BLACK SAPPHIRE METALLIC,NA EXCL.LED.NAP.ERW.,MY MOKKA,01CA; 0212; 0245; 0248; 0255; 0258; 02H7; 02VB; 0302; 0319; 0322; 0346; 03AA; 03AG; 0402; 0420; 0423; 0430; 0441; 0456; 0488; 0493; 0494; 0496; 04CV; 04NB; 04NE; 0502; 0508; 0522; 0524; 0563; 0575; 05A1; 05AG; 05AT; 05DL; 05DP; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 07S6; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0992; 09AA,2,"FCD41, INT01",Features/Controls/Displays (FCD),FCD41: Blind Spot Monitoring/Warning System - Controls/Indicators DTU/Poor Location,D,NULL,2000,No,,,,,,,,,,,,,,,,,
5UXKR0C56G0P31532,0P31532,5UXKR0C5G0,2409847V,BMW,X5,BMW X5 4dr SUV,11/25/15,F15,75.10 Spartanburg,N55,AUT,BLACK SAPPHIRE METALLIC,NA EXCL.LED.NAP.ERW.,MY MOKKA,01CA; 0212; 0245; 0248; 0255; 0258; 02H7; 02VB; 0302; 0319; 0322; 0346; 03AA; 03AG; 0402; 0420; 0423; 0430; 0441; 0456; 0488; 0493; 0494; 0496; 04CV; 04NB; 04NE; 0502; 0508; 0522; 0524; 0563; 0575; 05A1; 05AG; 05AT; 05DL; 05DP; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 07S6; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0992; 09AA,2,"FCD41, INT01",Interior,INT01: Instrument Panel/Dashboard - Squeak/Rattle/Other Noise,M,NULL,2000,No,,,,,,,,,,,,,,,,,
WBXHT3C33GP881217,P881217,WBXHT3C3GP,2281209E,BMW,X1,BMW X1 4dr SUV,9/7/15,F48,06.01 Regensburg,B46O,AUT,ALPINWEISS 3,PD LEDER DAKOTA M.PERFORIERUNG,SW SCHWARZ,01AG; 0205; 0248; 0249; 0255; 0258; 028A; 02VB; 02VG; 0302; 0313; 0316; 0319; 0322; 03AT; 03L8; 0402; 0420; 0423; 0430; 0431; 0459; 0473; 0488; 0493; 0494; 04F7; 04NE; 0534; 0544; 0563; 0575; 05A4; 0645; 0650; 0655; 0676; 0697; 06AC; 06AE; 0704; 0775; 07HW; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0925; 0927; 0992; 0999; 09AA,2,"EXT27, EXT38",Exterior,EXT27: Dents/Dings at Delivery,M,NULL,2219,Yes,Entirely,,,,,,,,,,,,,,,,
WBXHT3C33GP881217,P881217,WBXHT3C3GP,2281209E,BMW,X1,BMW X1 4dr SUV,9/7/15,F48,06.01 Regensburg,B46O,AUT,ALPINWEISS 3,PD LEDER DAKOTA M.PERFORIERUNG,SW SCHWARZ,01AG; 0205; 0248; 0249; 0255; 0258; 028A; 02VB; 02VG; 0302; 0313; 0316; 0319; 0322; 03AT; 03L8; 0402; 0420; 0423; 0430; 0431; 0459; 0473; 0488; 0493; 0494; 04F7; 04NE; 0534; 0544; 0563; 0575; 05A4; 0645; 0650; 0655; 0676; 0697; 06AC; 06AE; 0704; 0775; 07HW; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0925; 0927; 0992; 0999; 09AA,2,"EXT27, EXT38",Exterior,EXT38: Excessive Wind Noise,M,NULL,2219,No,,,,,,,,,,,,,,,,,
5UXWZ7C54G0R32940,0R32940,5UXWZ7C5G0,22815756,BMW,X3,BMW X3 4dr SUV,11/16/15,F25,75.10 Spartanburg,N20,AUT,SCHWARZ 2,LU LEDER NEVADA,D3 D3 SATTELBRAUN,01CA; 01CC; 01CD; 0200; 0205; 0216; 0249; 0255; 0258; 02VB; 0302; 0316; 0319; 03AG; 03AT; 0420; 0423; 0430; 0431; 0459; 0465; 0493; 04AD; 04NE; 04NG; 04U2; 0508; 0521; 0534; 0544; 0563; 05A1; 0645; 0663; 0676; 0693; 0697; 06AC; 06AE; 06NP; 07HW; 0823; 0845; 0853; 0876; 08KL; 08SL; 08SM; 08TN; 0927; 0992; 09AA,1,SEAT19,Seats,SEAT19: Memory Seats - Controls DTU/Poor Location,D,It doesn't always recognize the memory I previously saved.,NULL,No,,3,,,,,,,,,,,,,,,
