,Make,Series,Verbatim,Score
1629,BMW,X1,"headrest does not seem to be a perfect fit. The height is ok, but the shape of the headrest is not comfortable",0.0379
1630,BMW,X1,The automatic release for the left passenger seat back located in the rear of the vehicle does not work any longer,0.0
1631,BMW,X1,It seems like they spray washer fluid when I just want them to wipe.,0.4215
1632,BMW,X1,"I want them to turn off automatically when I make a turn, but they don't.",0.0387
1633,BMW,X5,Phone calls can sometimes have static when using apply CarPlay.,0.0
1634,BMW,X5,The Apply Play is difficult to set up and has required several attempts to get connected. It also has not always connected.,-0.0258
1635,BMW,X5,It seems my key is not working now to open it.,0.0
1636,BMW,X5,My key is not connecting,0.0
1637,BMW,X5,I don't like that the car has to be unlocked to open the gas thing.,-0.2755
1638,BMW,X5,It just doesn't work.,0.0
1639,BMW,X5,"The Bluetooth interferes with multiple processes.  I cannot connect multiple things at once.  I am a Realtor and need wireless headphones, apple watch, and phone.  They interfere with one another.",0.0
1640,BMW,X5,The navigation using voice only works like 10 percent of the time.  Very frustrating.  The APPLE PLAY doesn't connect usually and interferes with apple watch and other devices.,0.3485
1641,BMW,X5,I have apple car play option on my vehicle. I paired my phone the first day and it worked fine for the first month then it started working intermittently when I received a call while driving it would not instantly pair it would take 4 to 7 seconds. I stopped using it because it is frustrating when I'm trying to talk with clients and they can't hear me. I hope there is some update because right now Apple car play works half the time.waiting until first service at 10k miles to address,-0.1546
1642,BMW,X5,I find it difficult to operate the manual inside open close button to the hatch. It often will only open up halfway when I push the button and when my hands are full it is problematic. I am not sure what I am doing wrong so that it will open all the way when I manually open the hatchback and then push the button,-0.8577
1643,BMW,X5,"The driver door sometimes  does not engage the latch when pulled hard enough to close based on its moving momentum. Not sure of cause, but I should not have to think about pulling 'harder' each time I get into the car. Having owned many cars over the years, including the first generation X5, this is the first time I have to remind myself to pull harder.",-0.0176
1644,BMW,X5,"Approximately 3 months after delivery, I noticed that the steering wheel was no longer centered. Dealer stated that alignments are only warrantied up to 1500 miles, which at this time, the mileage on the vehicle was approximately 4900. This is a common engineering problem with newly installed/assembled, moving suspension components that require time to settle as the vehicle is driven. I feel that this should have been covered under warranty.",-0.5994
1645,BMW,X5,"DON'T ALLOW ME TO TERMINATE GUIDANCE IN THE MIDDLE OF GOING TO THE DESTINATION : DON'T KNOW OF HAVE A FUNCTION TO STOP DESTINATION: WHEN YOU ENTER AN ADDRESS IN THE GPS AND YOU BEGIN TO FOLLOW THE DIRECTIONS IT'S ALL GOOD BUT WHEN YOU SUDDENLY RELIAZE YOU KNOW HOW TO GET TO THE DESTINATION , THERE IS NO WAY TO STOP THE GPS FROM GOING TO THE DESTINATION.",-0.5859
1646,BMW,X5,"Cell phone was connected but dropped off, not sure why",-0.3491
1647,BMW,X5,Seats pick up material color. Ex: we have tan seats and they pick up blue color from our blue jeans.,0.0
1648,BMW,X5,Have to press the break all the way until it stops : Have to press the breaks all the way,-0.1531
1649,BMW,X5,Navigation always has wrong information and not very accurate : Not very accurate,-0.4767
1650,BMW,X5,"I don't like the glass quality. It stains easily and very hard to clean, especially under rain. I had a 5 series and I loved the glass on that car. But I'm not happy with my new x5 windshield glass : Poor quality glass",0.0932
1651,BMW,X5,The truck hatch doesn't opens only slightly. I need to manually push the hatch up.,0.0
1652,BMW,X5,There was a blemish in the driver side door trim. I pointed it out to the dealership and they tried to buff out but then caused more damage by leaving swirl marks in both the driver door trim and the rear adjacent door.,-0.6946
1653,BMW,X5,The vehicle was transported from a FLORIDA dealership and I believe it may have been faceing backwards without adequate protection on the rear and it appears to have stone chips.,-0.1695
1654,BMW,X5,emission sensor problem - was repaired for free,0.1531
1655,BMW,X5,drove me beyond medical building by a block and announced I had arrived,-0.4404
1656,BMW,X5,"holds the manual, but that's about it.  Hard to get manual settled so that door can close.",-0.1531
1657,BMW,X5,Have been to the dealership three times with no success.  Quite frustrating.,-0.1761
1658,BMW,X5,"Whether the center console or dash,  I have had the car in three times since I purchased it in November.",0.0
1659,BMW,X6,Small scratches/grooves with discoloration in molding on drivers side partially hidden when the drivers door is shut,0.0
1660,BMW,X6,No longer able to use Apple CarPlay for phone calls or texts. System does not switch between radio and those functions anymore.,-0.296
1661,BMW,X6,It does not come out or reattach easily after removal.,0.34
1662,BMW,X6,One side of the Velcro attachment that inserts into the floorboard does not stay intact. Comes out all the time.,0.1551
1663,BMW,X6,: Seat belt female end difficult to access,-0.3612
1664,BMW,X6,Cold airflow cannot hit face,0.0
1665,BMW,X6,"they add beauty, but are very useless. too high to step on usefully, and annoyingly require a wide/far step when entering or exiting the car. for average height drivers,  leg/pants touch the boards every exit, on rainy days it gets you wet and dirty. very unlike BMW",-0.517
1666,BMW,X6,"I own to other cars with cooled seats . both are ford. , the seats there really cool. feels like AC in the seat. in this X6 its merely a light breeze.",0.6549
1667,BMW,i3,"The navigation system does not show you the next 'action item' so it makes it difficult to prepare for the next turn to take, etc.",-0.3612
1668,BMW,i3,: High beams have poor light,-0.4767
1669,BMW,i3,Breaks don't stop good enough when having to stop quickly from higher speeds.,0.0951
1670,BMW,i3,No lights on the mirror make it useless at night and very hard to open the mirror.,-0.6901
1671,BMW,i3,"The rear doors have to be slammed shut, and it's not immediately obvious that the door didn't close all the way when you're outside the vehicle. I'm not much of a """"door slammer,"""" so when I open and close the rear door, I don't find out that it's not closed all the way until I start the car and subsequently get an alert about the ajar door in the display.",0.296
1672,BMW,X5,"On occassion, the phone will not connect to bluetooth. i have calle and been to the dealer. i had not happened for a while until yesterday. mid route, it connected. the Genius at BMS indicated that sometime it is due to software updates.",0.0
1673,BMW,i3,I was told that this would be an issue so it was not a surprise yet its not the best thing to have happen,-0.6348
1674,BMW,i3,"Screen display showed doors ajar after opening and closing.  Had to re-open and used more force to close, thereby alleviating the door ajar display on the screen.",0.0
1675,BMW,i3,Took me around a block and continued instruction to do same maneuver.,-0.4404
1676,BMW,i3,The auto door lock exterior feature often takes many tries to make it work.,0.0
1677,BMW,i3,The controls are just very touchy.,0.0
1678,BMW,i3,: Outside noise leaks through moon roof,0.0
1679,BMW,4 Series,"If I did, I did not mean to say anything about turn signal.  It is the controls display that is not explained i the manual.",0.0
1680,BMW,4 Series,: Driver side exterior mirror glass is messed up.,-0.34
1681,BMW,4 Series,"Used it  when I went out to dinner; it's a good thing I knew where I was going because the navigation system was WAY, WAY wrong.",-0.0516
